Subject,unit
https://w3id.org/italia/env/ld/ihi/economicindicator/227/091_1,http://qudt.org/1.1/vocab/unit#Euro
https://w3id.org/italia/env/ld/ihi/economicindicator/400/991_3,http://qudt.org/1.1/vocab/unit#Euro
https://w3id.org/italia/env/ld/ihi/economicindicator/dpc@19_1471/xm1_3,http://qudt.org/1.1/vocab/unit#Euro
https://w3id.org/italia/env/ld/ihi/economicindicator/dpc@21_6260/xm1_1,http://qudt.org/1.1/vocab/unit#Euro
https://w3id.org/italia/env/ld/ihi/economicindicator/bl008a/101_13,http://qudt.org/1.1/vocab/unit#Euro
https://w3id.org/italia/env/ld/ihi/economicindicator/340/091_3,http://qudt.org/1.1/vocab/unit#Euro
https://w3id.org/italia/env/ld/ihi/economicindicator/dait@21_2510/xm1_1,http://qudt.org/1.1/vocab/unit#Euro
https://w3id.org/italia/env/ld/ihi/economicindicator/262/061_19,http://qudt.org/1.1/vocab/unit#Euro
https://w3id.org/italia/env/ld/ihi/economicindicator/cn125a/101_21,http://qudt.org/1.1/vocab/unit#Euro
https://w3id.org/italia/env/ld/ihi/economicindicator/vt066b/104_17,http://qudt.org/1.1/vocab/unit#Euro
https://w3id.org/italia/env/ld/ihi/economicindicator/dait@23_1577/xm1_3,http://qudt.org/1.1/vocab/unit#Euro
https://w3id.org/italia/env/ld/ihi/economicindicator/dait@21_2519/xm1_3,http://qudt.org/1.1/vocab/unit#Euro
https://w3id.org/italia/env/ld/ihi/economicindicator/08ir410/g11_3,http://qudt.org/1.1/vocab/unit#Euro
https://w3id.org/italia/env/ld/ihi/economicindicator/063/993_9,http://qudt.org/1.1/vocab/unit#Euro
https://w3id.org/italia/env/ld/ihi/economicindicator/244/065_12,http://qudt.org/1.1/vocab/unit#Euro
https://w3id.org/italia/env/ld/ihi/economicindicator/pg002a/101_20,http://qudt.org/1.1/vocab/unit#Euro
https://w3id.org/italia/env/ld/ihi/economicindicator/pg007a/1055_5,http://qudt.org/1.1/vocab/unit#Euro
https://w3id.org/italia/env/ld/ihi/economicindicator/515/091_6,http://qudt.org/1.1/vocab/unit#Euro
https://w3id.org/italia/env/ld/ihi/economicindicator/dait@21_6744/xm1_3,http://qudt.org/1.1/vocab/unit#Euro
https://w3id.org/italia/env/ld/ihi/economicindicator/cn153a/101_19,http://qudt.org/1.1/vocab/unit#Euro
https://w3id.org/italia/env/ld/ihi/economicindicator/bo052a/106_6,http://qudt.org/1.1/vocab/unit#Euro
https://w3id.org/italia/env/ld/ihi/economicindicator/309/061_5,http://qudt.org/1.1/vocab/unit#Euro
https://w3id.org/italia/env/ld/ihi/economicindicator/dait@21_1155/xm1_3,http://qudt.org/1.1/vocab/unit#Euro
https://w3id.org/italia/env/ld/ihi/economicindicator/212/991_9,http://qudt.org/1.1/vocab/unit#Euro
https://w3id.org/italia/env/ld/ihi/economicindicator/dpc@19_1446/xm1_3,http://qudt.org/1.1/vocab/unit#Euro
https://w3id.org/italia/env/ld/ihi/economicindicator/14ir256/g11_16,http://qudt.org/1.1/vocab/unit#Percent
https://w3id.org/italia/env/ld/ihi/economicindicator/014/061_19,http://qudt.org/1.1/vocab/unit#Euro
https://w3id.org/italia/env/ld/ihi/economicindicator/cn147a/101_22,http://qudt.org/1.1/vocab/unit#Euro
https://w3id.org/italia/env/ld/ihi/economicindicator/003/b11_3,http://qudt.org/1.1/vocab/unit#Euro
https://w3id.org/italia/env/ld/ihi/economicindicator/11ir016/g11_11,http://qudt.org/1.1/vocab/unit#Euro
https://w3id.org/italia/env/ld/ihi/economicindicator/mo012c/101_9,http://qudt.org/1.1/vocab/unit#Euro
https://w3id.org/italia/env/ld/ihi/economicindicator/dait@21_0682/xm1_3,http://qudt.org/1.1/vocab/unit#Euro
https://w3id.org/italia/env/ld/ihi/economicindicator/486/061_5,http://qudt.org/1.1/vocab/unit#Euro
https://w3id.org/italia/env/ld/ihi/economicindicator/259/071_5,http://qudt.org/1.1/vocab/unit#Euro
https://w3id.org/italia/env/ld/ihi/economicindicator/dait@21_2526/xm1_1,http://qudt.org/1.1/vocab/unit#Euro
https://w3id.org/italia/env/ld/ihi/economicindicator/378/091_17,http://qudt.org/1.1/vocab/unit#Euro
https://w3id.org/italia/env/ld/ihi/economicindicator/324/061_14,http://qudt.org/1.1/vocab/unit#Euro
https://w3id.org/italia/env/ld/ihi/economicindicator/01ira45/g113_25,http://qudt.org/1.1/vocab/unit#Euro
https://w3id.org/italia/env/ld/ihi/economicindicator/09ir004/ci1_3,http://qudt.org/1.1/vocab/unit#Euro
https://w3id.org/italia/env/ld/ihi/economicindicator/441/991_14,http://qudt.org/1.1/vocab/unit#Euro
https://w3id.org/italia/env/ld/ihi/economicindicator/dait@22_0574/xm1_1,http://qudt.org/1.1/vocab/unit#Euro
https://w3id.org/italia/env/ld/ihi/economicindicator/cn120a/101_23,http://qudt.org/1.1/vocab/unit#Euro
https://w3id.org/italia/env/ld/ihi/economicindicator/116/081_6,http://qudt.org/1.1/vocab/unit#Euro
https://w3id.org/italia/env/ld/ihi/economicindicator/223/021_12,http://qudt.org/1.1/vocab/unit#Euro
https://w3id.org/italia/env/ld/ihi/economicindicator/dait@19_0422/xm1_3,http://qudt.org/1.1/vocab/unit#Euro
https://w3id.org/italia/env/ld/ihi/economicindicator/rn074a/107_16,http://qudt.org/1.1/vocab/unit#Percent
https://w3id.org/italia/env/ld/ihi/economicindicator/15ir681/g11_3,http://qudt.org/1.1/vocab/unit#Euro
https://w3id.org/italia/env/ld/ihi/economicindicator/dpc@19_4024/xm1_1,http://qudt.org/1.1/vocab/unit#Euro
https://w3id.org/italia/env/ld/ihi/economicindicator/dait@21_5043/xm1_1,http://qudt.org/1.1/vocab/unit#Euro
https://w3id.org/italia/env/ld/ihi/economicindicator/331/991_13,http://qudt.org/1.1/vocab/unit#Euro
https://w3id.org/italia/env/ld/ihi/economicindicator/047/021_5,http://qudt.org/1.1/vocab/unit#Euro
https://w3id.org/italia/env/ld/ihi/economicindicator/417/091_13,http://qudt.org/1.1/vocab/unit#Euro
https://w3id.org/italia/env/ld/ihi/economicindicator/026/981_14,http://qudt.org/1.1/vocab/unit#Euro
https://w3id.org/italia/env/ld/ihi/economicindicator/01ira49/g13_16,http://qudt.org/1.1/vocab/unit#Percent
https://w3id.org/italia/env/ld/ihi/economicindicator/cn094a/101_23,http://qudt.org/1.1/vocab/unit#Euro
https://w3id.org/italia/env/ld/ihi/economicindicator/266/091_5,http://qudt.org/1.1/vocab/unit#Euro
https://w3id.org/italia/env/ld/ihi/economicindicator/005/081_10,http://qudt.org/1.1/vocab/unit#Euro
https://w3id.org/italia/env/ld/ihi/economicindicator/dait@21_7563/xm1_1,http://qudt.org/1.1/vocab/unit#Euro
https://w3id.org/italia/env/ld/ihi/economicindicator/sp002a/101_9,http://qudt.org/1.1/vocab/unit#Euro
https://w3id.org/italia/env/ld/ihi/economicindicator/dpc@19_3199/xm1_1,http://qudt.org/1.1/vocab/unit#Euro
https://w3id.org/italia/env/ld/ihi/economicindicator/dpc@19_1912/xm1_1,http://qudt.org/1.1/vocab/unit#Euro
https://w3id.org/italia/env/ld/ihi/economicindicator/nu022a/101_9,http://qudt.org/1.1/vocab/unit#Euro
https://w3id.org/italia/env/ld/ihi/economicindicator/cz149b/101_9,http://qudt.org/1.1/vocab/unit#Euro
https://w3id.org/italia/env/ld/ihi/economicindicator/dait@22_0921/xm1_1,http://qudt.org/1.1/vocab/unit#Euro
https://w3id.org/italia/env/ld/ihi/economicindicator/dpc@19_0487/xm1_1,http://qudt.org/1.1/vocab/unit#Euro
https://w3id.org/italia/env/ld/ihi/economicindicator/so134a/101_3,http://qudt.org/1.1/vocab/unit#Euro
https://w3id.org/italia/env/ld/ihi/economicindicator/bo052a/106_23,http://qudt.org/1.1/vocab/unit#Euro
https://w3id.org/italia/env/ld/ihi/economicindicator/dait@21_5982/xm1_3,http://qudt.org/1.1/vocab/unit#Euro
https://w3id.org/italia/env/ld/ihi/economicindicator/dait@22_0468/xm1_3,http://qudt.org/1.1/vocab/unit#Euro
https://w3id.org/italia/env/ld/ihi/economicindicator/dpc@19_1176/xm1_3,http://qudt.org/1.1/vocab/unit#Euro
https://w3id.org/italia/env/ld/ihi/economicindicator/dpc@20_6096/xm1_1,http://qudt.org/1.1/vocab/unit#Euro
https://w3id.org/italia/env/ld/ihi/economicindicator/dait@21_7241/xm1_1,http://qudt.org/1.1/vocab/unit#Euro
https://w3id.org/italia/env/ld/ihi/economicindicator/425/991_6,http://qudt.org/1.1/vocab/unit#Euro
https://w3id.org/italia/env/ld/ihi/economicindicator/maaf@19_0046/xm1_3,http://qudt.org/1.1/vocab/unit#Euro
https://w3id.org/italia/env/ld/ihi/economicindicator/me063b/102_4,http://qudt.org/1.1/vocab/unit#Euro
https://w3id.org/italia/env/ld/ihi/economicindicator/dpc@19_3802/xm1_1,http://qudt.org/1.1/vocab/unit#Euro
https://w3id.org/italia/env/ld/ihi/economicindicator/dait@23_0893/xm1_3,http://qudt.org/1.1/vocab/unit#Euro
https://w3id.org/italia/env/ld/ihi/economicindicator/428/991_5,http://qudt.org/1.1/vocab/unit#Euro
https://w3id.org/italia/env/ld/ihi/economicindicator/cr058a/101_19,http://qudt.org/1.1/vocab/unit#Euro
https://w3id.org/italia/env/ld/ihi/economicindicator/dpc@19_1212/xm1_1,http://qudt.org/1.1/vocab/unit#Euro
https://w3id.org/italia/env/ld/ihi/economicindicator/423/091_17,http://qudt.org/1.1/vocab/unit#Euro
https://w3id.org/italia/env/ld/ihi/economicindicator/dpc@19_1398/xm1_3,http://qudt.org/1.1/vocab/unit#Euro
https://w3id.org/italia/env/ld/ihi/economicindicator/340/991_12,http://qudt.org/1.1/vocab/unit#Euro
https://w3id.org/italia/env/ld/ihi/economicindicator/maaf@22_0167/xm1_1,http://qudt.org/1.1/vocab/unit#Euro
https://w3id.org/italia/env/ld/ihi/economicindicator/10ir137/g11_8,http://qudt.org/1.1/vocab/unit#Euro
https://w3id.org/italia/env/ld/ihi/economicindicator/431/091_6,http://qudt.org/1.1/vocab/unit#Euro
https://w3id.org/italia/env/ld/ihi/economicindicator/dait@19_0355/xm1_3,http://qudt.org/1.1/vocab/unit#Euro
https://w3id.org/italia/env/ld/ihi/economicindicator/01ira45/g116_16,http://qudt.org/1.1/vocab/unit#Percent
https://w3id.org/italia/env/ld/ihi/economicindicator/063/994_14,http://qudt.org/1.1/vocab/unit#Euro
https://w3id.org/italia/env/ld/ihi/economicindicator/dait@21_0906/xm1_1,http://qudt.org/1.1/vocab/unit#Euro
https://w3id.org/italia/env/ld/ihi/economicindicator/409/021_22,http://qudt.org/1.1/vocab/unit#Euro
https://w3id.org/italia/env/ld/ihi/economicindicator/dait@19_0793/xm1_3,http://qudt.org/1.1/vocab/unit#Euro
https://w3id.org/italia/env/ld/ihi/economicindicator/018/061_16,http://qudt.org/1.1/vocab/unit#Percent
https://w3id.org/italia/env/ld/ihi/economicindicator/042/072_16,http://qudt.org/1.1/vocab/unit#Percent
https://w3id.org/italia/env/ld/ihi/economicindicator/19ir592/g11_5,http://qudt.org/1.1/vocab/unit#Euro
https://w3id.org/italia/env/ld/ihi/economicindicator/sa074a/101_10,http://qudt.org/1.1/vocab/unit#Euro
https://w3id.org/italia/env/ld/ihi/economicindicator/089/081_7,http://qudt.org/1.1/vocab/unit#Euro
https://w3id.org/italia/env/ld/ihi/economicindicator/004/091_13,http://qudt.org/1.1/vocab/unit#Euro
https://w3id.org/italia/env/ld/ihi/economicindicator/040/981_4,http://qudt.org/1.1/vocab/unit#Euro
https://w3id.org/italia/env/ld/ihi/economicindicator/dait@21_1054/xm1_1,http://qudt.org/1.1/vocab/unit#Euro
https://w3id.org/italia/env/ld/ihi/economicindicator/to186a/101_12,http://qudt.org/1.1/vocab/unit#Euro
