Subject,Is Referenced By
https://w3id.org/italia/env/ld/ihi/agreement/dait@21_3673/xm,http://www.rendis.isprambiente.it/rendisweb/altri_dec/@DecN$_DecMinIntDAIT_08-11-2021_conallegati.pdf
https://w3id.org/italia/env/ld/ihi/intervention/dpc@19_3524/xm,http://www.rendis.isprambiente.it/rendisweb/dettaglioint.jsp?id=DPC@19_3524/XM
https://w3id.org/italia/env/ld/ihi/agreement/dpc@22_5578/xm,http://www.rendis.isprambiente.it/rendisweb/altri_dec/@DecN$Decreto_DPC_Calabria_2838_31ottobre2022.pdf
https://w3id.org/italia/env/ld/ihi/lot/237/072,http://www.rendis.isprambiente.it/rendisweb/dettagliolotto.jsp?id=237/07&lotto=2
https://w3id.org/italia/env/ld/ihi/lot/dpc@19_4308/xm1,http://www.rendis.isprambiente.it/rendisweb/dettagliolotto.jsp?id=DPC@19_4308/XM&lotto=1
https://w3id.org/italia/env/ld/ihi/lot/dpc@22_6842/xm1,http://www.rendis.isprambiente.it/rendisweb/dettagliolotto.jsp?id=DPC@22_6842/XM&lotto=1
https://w3id.org/italia/env/ld/ihi/lot/dait@21_2902/xm1,http://www.rendis.isprambiente.it/rendisweb/dettagliolotto.jsp?id=DAIT@21_2902/XM&lotto=1
https://w3id.org/italia/env/ld/ihi/agreement/dait@21_1573/xm,http://www.rendis.isprambiente.it/rendisweb/altri_dec/@DecN$01_DecMinIntDAIT_23-02-2021conallegati.pdf
https://w3id.org/italia/env/ld/ihi/agreement/dait@21_3131/xm,http://www.rendis.isprambiente.it/rendisweb/altri_dec/@DecN$_DecMinIntDAIT_08-11-2021_conallegati.pdf
https://w3id.org/italia/env/ld/ihi/lot/dait@21_4509/xm1,http://www.rendis.isprambiente.it/rendisweb/dettagliolotto.jsp?id=DAIT@21_4509/XM&lotto=1
https://w3id.org/italia/env/ld/ihi/lot/09ir772/g11,http://www.rendis.isprambiente.it/rendisweb/dettagliolotto.jsp?id=09IR772/G1&lotto=1
https://w3id.org/italia/env/ld/ihi/intervention/dait@21_6798/xm,http://www.rendis.isprambiente.it/rendisweb/dettaglioint.jsp?id=DAIT@21_6798/XM
https://w3id.org/italia/env/ld/ihi/lot/010/991,http://www.rendis.isprambiente.it/rendisweb/dettagliolotto.jsp?id=010/99&lotto=1
https://w3id.org/italia/env/ld/ihi/lot/dpc@19_3254/xm1,http://www.rendis.isprambiente.it/rendisweb/dettagliolotto.jsp?id=DPC@19_3254/XM&lotto=1
https://w3id.org/italia/env/ld/ihi/agreement/dait@23_1152/xm,http://www.rendis.isprambiente.it/rendisweb/altri_dec/@DecN$_DecInterMinDAIT_19-05-2023_conallegati.pdf
https://w3id.org/italia/env/ld/ihi/agreement/359/06,http://www.rendis.isprambiente.it/rendisweb/altri_dec/@DecN$11._Undicesimo_Programma_Stralcio_2005.pdf
https://w3id.org/italia/env/ld/ihi/agreement/dait@23_0078/xm,http://www.rendis.isprambiente.it/rendisweb/altri_dec/@DecN$_DecInterMinDAIT_19-05-2023_conallegati.pdf
https://w3id.org/italia/env/ld/ihi/agreement/303/06,http://www.rendis.isprambiente.it/rendisweb/altri_dec/@DecN$11._Undicesimo_Programma_Stralcio_2005.pdf
https://w3id.org/italia/env/ld/ihi/intervention/dait@21_6076/xm,http://www.rendis.isprambiente.it/rendisweb/dettaglioint.jsp?id=DAIT@21_6076/XM
https://w3id.org/italia/env/ld/ihi/agreement/dpc@19_1375/xm,http://www.rendis.isprambiente.it/rendisweb/altri_dec/@DecN$Decreto_Proteggitalia_DPCM_20febbraio2019.pdf
https://w3id.org/italia/env/ld/ihi/intervention/le083a/10,http://www.rendis.isprambiente.it/rendisweb/dettaglioint.jsp?id=LE083A/10
https://w3id.org/italia/env/ld/ihi/lot/dait@19_0234/xm1,http://www.rendis.isprambiente.it/rendisweb/dettagliolotto.jsp?id=DAIT@19_0234/XM&lotto=1
https://w3id.org/italia/env/ld/ihi/intervention/dpc@19_2949/xm,http://www.rendis.isprambiente.it/rendisweb/dettaglioint.jsp?id=DPC@19_2949/XM
https://w3id.org/italia/env/ld/ihi/lot/dpc@22_6827/xm1,http://www.rendis.isprambiente.it/rendisweb/dettagliolotto.jsp?id=DPC@22_6827/XM&lotto=1
https://w3id.org/italia/env/ld/ihi/lot/dpc@19_1550/xm1,http://www.rendis.isprambiente.it/rendisweb/dettagliolotto.jsp?id=DPC@19_1550/XM&lotto=1
https://w3id.org/italia/env/ld/ihi/agreement/dait@21_3482/xm,http://www.rendis.isprambiente.it/rendisweb/altri_dec/@DecN$_DecMinIntDAIT_08-11-2021_conallegati.pdf
https://w3id.org/italia/env/ld/ihi/lot/dait@21_3672/xm1,http://www.rendis.isprambiente.it/rendisweb/dettagliolotto.jsp?id=DAIT@21_3672/XM&lotto=1
https://w3id.org/italia/env/ld/ihi/intervention/dait@21_0572/xm,http://www.rendis.isprambiente.it/rendisweb/dettaglioint.jsp?id=DAIT@21_0572/XM
https://w3id.org/italia/env/ld/ihi/lot/lc070a/101,http://www.rendis.isprambiente.it/rendisweb/dettagliolotto.jsp?id=LC070A/10&lotto=1
https://w3id.org/italia/env/ld/ihi/agreement/dait@21_0927/xm,http://www.rendis.isprambiente.it/rendisweb/altri_dec/@DecN$01_DecMinIntDAIT_23-02-2021conallegati.pdf
https://w3id.org/italia/env/ld/ihi/lot/dpc@19_1024/xm1,http://www.rendis.isprambiente.it/rendisweb/dettagliolotto.jsp?id=DPC@19_1024/XM&lotto=1
https://w3id.org/italia/env/ld/ihi/agreement/dait@21_3311/xm,http://www.rendis.isprambiente.it/rendisweb/altri_dec/@DecN$_DecMinIntDAIT_08-11-2021_conallegati.pdf
https://w3id.org/italia/env/ld/ihi/intervention/cb026a/10,http://www.rendis.isprambiente.it/rendisweb/dettaglioint.jsp?id=CB026A/10
https://w3id.org/italia/env/ld/ihi/agreement/dait@21_0882/xm,http://www.rendis.isprambiente.it/rendisweb/altri_dec/@DecN$01_DecMinIntDAIT_23-02-2021conallegati.pdf
https://w3id.org/italia/env/ld/ihi/lot/455/991,http://www.rendis.isprambiente.it/rendisweb/dettagliolotto.jsp?id=455/99&lotto=1
https://w3id.org/italia/env/ld/ihi/intervention/dpc@19_2194/xm,http://www.rendis.isprambiente.it/rendisweb/dettaglioint.jsp?id=DPC@19_2194/XM
https://w3id.org/italia/env/ld/ihi/agreement/dait@19_0170/xm,http://www.rendis.isprambiente.it/rendisweb/altri_dec/@DecN$_DecMinIntDAIT_30-12-2019_conallegati.pdf
https://w3id.org/italia/env/ld/ihi/agreement/dait@21_1035/xm,http://www.rendis.isprambiente.it/rendisweb/altri_dec/@DecN$01_DecMinIntDAIT_23-02-2021conallegati.pdf
https://w3id.org/italia/env/ld/ihi/agreement/dait@23_1083/xm,http://www.rendis.isprambiente.it/rendisweb/altri_dec/@DecN$_DecInterMinDAIT_19-05-2023_conallegati.pdf
https://w3id.org/italia/env/ld/ihi/lot/dait@21_6490/xm1,http://www.rendis.isprambiente.it/rendisweb/dettagliolotto.jsp?id=DAIT@21_6490/XM&lotto=1
https://w3id.org/italia/env/ld/ihi/agreement/dpc@19_4553/xm,http://www.rendis.isprambiente.it/rendisweb/altri_dec/@DecN$Decreto_Proteggitalia_DPCM_20febbraio2019.pdf
https://w3id.org/italia/env/ld/ihi/agreement/dpc@21_5786/xm,http://www.rendis.isprambiente.it/rendisweb/altri_dec/@DecN$Nota_DPC_Emilia_romagna_44250_23febbraio2021.pdf
https://w3id.org/italia/env/ld/ihi/intervention/dpc@19_2442/xm,http://www.rendis.isprambiente.it/rendisweb/dettaglioint.jsp?id=DPC@19_2442/XM
https://w3id.org/italia/env/ld/ihi/intervention/dpc@19_3886/xm,http://www.rendis.isprambiente.it/rendisweb/dettaglioint.jsp?id=DPC@19_3886/XM
https://w3id.org/italia/env/ld/ihi/lot/348/092,http://www.rendis.isprambiente.it/rendisweb/dettagliolotto.jsp?id=348/09&lotto=2
https://w3id.org/italia/env/ld/ihi/lot/131/062,http://www.rendis.isprambiente.it/rendisweb/dettagliolotto.jsp?id=131/06&lotto=2
https://w3id.org/italia/env/ld/ihi/lot/dait@21_2033/xm1,http://www.rendis.isprambiente.it/rendisweb/dettagliolotto.jsp?id=DAIT@21_2033/XM&lotto=1
https://w3id.org/italia/env/ld/ihi/lot/dpc@19_3285/xm1,http://www.rendis.isprambiente.it/rendisweb/dettagliolotto.jsp?id=DPC@19_3285/XM&lotto=1
https://w3id.org/italia/env/ld/ihi/lot/464/991,http://www.rendis.isprambiente.it/rendisweb/dettagliolotto.jsp?id=464/99&lotto=1
https://w3id.org/italia/env/ld/ihi/intervention/dpc@19_3174/xm,http://www.rendis.isprambiente.it/rendisweb/dettaglioint.jsp?id=DPC@19_3174/XM
https://w3id.org/italia/env/ld/ihi/agreement/dait@21_4424/xm,http://www.rendis.isprambiente.it/rendisweb/altri_dec/@DecN$_DecMinIntDAIT_08-11-2021_conallegati.pdf
https://w3id.org/italia/env/ld/ihi/lot/dait@21_6417/xm1,http://www.rendis.isprambiente.it/rendisweb/dettagliolotto.jsp?id=DAIT@21_6417/XM&lotto=1
https://w3id.org/italia/env/ld/ihi/lot/244/066,http://www.rendis.isprambiente.it/rendisweb/dettagliolotto.jsp?id=244/06&lotto=6
https://w3id.org/italia/env/ld/ihi/lot/dait@21_7152/xm1,http://www.rendis.isprambiente.it/rendisweb/dettagliolotto.jsp?id=DAIT@21_7152/XM&lotto=1
https://w3id.org/italia/env/ld/ihi/lot/028/091,http://www.rendis.isprambiente.it/rendisweb/dettagliolotto.jsp?id=028/09&lotto=1
https://w3id.org/italia/env/ld/ihi/agreement/048/07,http://www.rendis.isprambiente.it/rendisweb/altri_dec/@DecN$Primo_strategico_2006.pdf
https://w3id.org/italia/env/ld/ihi/intervention/dpc@20_5293/xm,http://www.rendis.isprambiente.it/rendisweb/dettaglioint.jsp?id=DPC@20_5293/XM
https://w3id.org/italia/env/ld/ihi/agreement/dait@22_0123/xm,http://www.rendis.isprambiente.it/rendisweb/altri_dec/@DecN$_DecMinIntDAIT_10-06-2022_conallegati.pdf
https://w3id.org/italia/env/ld/ihi/agreement/dpc@19_1222/xm,http://www.rendis.isprambiente.it/rendisweb/altri_dec/@DecN$Decreto_Proteggitalia_DPCM_20febbraio2019.pdf
https://w3id.org/italia/env/ld/ihi/lot/dpc@19_0862/xm1,http://www.rendis.isprambiente.it/rendisweb/dettagliolotto.jsp?id=DPC@19_0862/XM&lotto=1
https://w3id.org/italia/env/ld/ihi/intervention/dait@21_0099/xm,http://www.rendis.isprambiente.it/rendisweb/dettaglioint.jsp?id=DAIT@21_0099/XM
https://w3id.org/italia/env/ld/ihi/lot/dpc@19_3344/xm1,http://www.rendis.isprambiente.it/rendisweb/dettagliolotto.jsp?id=DPC@19_3344/XM&lotto=1
https://w3id.org/italia/env/ld/ihi/agreement/dait@21_0826/xm,http://www.rendis.isprambiente.it/rendisweb/altri_dec/@DecN$01_DecMinIntDAIT_23-02-2021conallegati.pdf
https://w3id.org/italia/env/ld/ihi/agreement/dait@21_4158/xm,http://www.rendis.isprambiente.it/rendisweb/altri_dec/@DecN$_DecMinIntDAIT_08-11-2021_conallegati.pdf
https://w3id.org/italia/env/ld/ihi/lot/02ir056/g11,http://www.rendis.isprambiente.it/rendisweb/dettagliolotto.jsp?id=02IR056/G1&lotto=1
https://w3id.org/italia/env/ld/ihi/agreement/dait@21_5146/xm,http://www.rendis.isprambiente.it/rendisweb/altri_dec/@DecN$_DecMinIntDAIT_08-11-2021_conallegati.pdf
https://w3id.org/italia/env/ld/ihi/intervention/dait@21_0747/xm,http://www.rendis.isprambiente.it/rendisweb/dettaglioint.jsp?id=DAIT@21_0747/XM
https://w3id.org/italia/env/ld/ihi/lot/dpc@19_3273/xm1,http://www.rendis.isprambiente.it/rendisweb/dettagliolotto.jsp?id=DPC@19_3273/XM&lotto=1
https://w3id.org/italia/env/ld/ihi/agreement/dpc@19_1490/xm,http://www.rendis.isprambiente.it/rendisweb/altri_dec/@DecN$Decreto_Proteggitalia_DPCM_20febbraio2019.pdf
https://w3id.org/italia/env/ld/ihi/lot/761/991,http://www.rendis.isprambiente.it/rendisweb/dettagliolotto.jsp?id=761/99&lotto=1
https://w3id.org/italia/env/ld/ihi/agreement/ba049a/10,http://www.rendis.isprambiente.it/rendisweb/adp/@DecN$AP_PUGLIA_24-11-2010.pdf
https://w3id.org/italia/env/ld/ihi/intervention/dait@21_0883/xm,http://www.rendis.isprambiente.it/rendisweb/dettaglioint.jsp?id=DAIT@21_0883/XM
https://w3id.org/italia/env/ld/ihi/lot/ao001a/101,http://www.rendis.isprambiente.it/rendisweb/dettagliolotto.jsp?id=AO001A/10&lotto=1
https://w3id.org/italia/env/ld/ihi/intervention/dait@21_7220/xm,http://www.rendis.isprambiente.it/rendisweb/dettaglioint.jsp?id=DAIT@21_7220/XM
https://w3id.org/italia/env/ld/ihi/agreement/208/09,http://www.rendis.isprambiente.it/rendisweb/altri_dec/@DecN$DM_2008_11_10_Decreto_Comuni_2008.pdf
https://w3id.org/italia/env/ld/ihi/intervention/dpc@19_1098/xm,http://www.rendis.isprambiente.it/rendisweb/dettaglioint.jsp?id=DPC@19_1098/XM
